ID,Database,Name,Table,Description
2350,cpw_CouplesSelfExpansion,FL2_IOS,FollowUp2,"Above are seven pairs of circles. The left circle represents you, the right circle represents your p"
2351,cpw_CouplesSelfExpansion,FL2_ExcitingActivities1,FollowUp2,How exciting are the things you have been doing together with your partner in the past 3 months?
2352,cpw_CouplesSelfExpansion,FL2_ExcitingActivities2,FollowUp2,"Considering the last 3 months, please rate the degree to which you and your partner have participate"
2353,cpw_CouplesSelfExpansion,FL2_CommunalStrength1,FollowUp2,How far would you be willing to go to visit your romantic partner?
2354,cpw_CouplesSelfExpansion,FL2_CommunalStrength2,FollowUp2,How happy do you feel when doing something that helps your romantic partner?
2355,cpw_CouplesSelfExpansion,FL2_CommunalStrength3,FollowUp2,How large a benefit would you be likely to give to your romantic partner?
2356,cpw_CouplesSelfExpansion,FL2_CommunalStrength4,FollowUp2,How large a cost would you incur to meet a need of your romantic partner?
2357,cpw_CouplesSelfExpansion,FL2_CommunalStrength5,FollowUp2,How readily can you put the needs of your romantic partner out of your thoughts?
2358,cpw_CouplesSelfExpansion,FL2_CommunalStrength6,FollowUp2,How high a priority for you is meeting the needs of your romantic partner?
2359,cpw_CouplesSelfExpansion,FL2_CommunalStrength7,FollowUp2,How reluctant would you be to sacrifice for your romantic partner?
2360,cpw_CouplesSelfExpansion,FL2_CommunalStrength8,FollowUp2,How much would you be willing to give up to benefit your romantic partner?
2361,cpw_CouplesSelfExpansion,FL2_CommunalStrength9,FollowUp2,How far would you go out of your way to do something for your romantic partner?
2362,cpw_CouplesSelfExpansion,FL2_CommunalStrength10,FollowUp2,How easily could you accept not helping your romantic partner?
2363,cpw_CouplesSelfExpansion,FL2_Appreciation1,FollowUp2,I tell my partner often that s/he is the best.
2364,cpw_CouplesSelfExpansion,FL2_Appreciation2,FollowUp2,I often tell my partner how much I appreciate her/him.
2365,cpw_CouplesSelfExpansion,FL2_Appreciation3,FollowUp2,I feel very lucky to have my partner in my life.
2366,cpw_CouplesSelfExpansion,FL2_Appreciation4,FollowUp2,At times I take my partner for granted.
2367,cpw_CouplesSelfExpansion,FL2_Appreciation5,FollowUp2,I appreciate my partner.
2368,cpw_CouplesSelfExpansion,FL2_Appreciation6,FollowUp2,Sometimes I don’t really acknowledge or treat my partner like s/he is someone special. 
2369,cpw_CouplesSelfExpansion,FL2_Appreciation7,FollowUp2,I remind myself daily how lucky I am to have my partner.
2370,cpw_CouplesSelfExpansion,FL2_Appreciation8,FollowUp2,I make sure my partner feels appreciated.
2371,cpw_CouplesSelfExpansion,FL2_Appreciation9,FollowUp2,My partner sometimes says that I fail to notice the nice things that s/he does for me. 
2372,cpw_CouplesSelfExpansion,FL2_Appreciation10,FollowUp2,"I acknowledge the things that my partner does for me, even the really small things."
2373,cpw_CouplesSelfExpansion,FL2_Appreciation11,FollowUp2,I am sometimes struck with a sense of awe and wonder when I think about my partner being in my life.
2374,cpw_CouplesSelfExpansion,FL2_Appreciation12,FollowUp2,My partner makes sure I feel appreciated.
2375,cpw_CouplesSelfExpansion,FL2_Appreciation13,FollowUp2,"When I am with my partner, sometimes s/he will look at me excitedly and tell me how much s/he apprec"
2376,cpw_CouplesSelfExpansion,FL2_Appreciation14,FollowUp2,My partner often tells me the things that s/he really likes about me.
2377,cpw_CouplesSelfExpansion,FL2_Appreciation15,FollowUp2,At times my partner takes me for granted. 
2378,cpw_CouplesSelfExpansion,FL2_Appreciation16,FollowUp2,"My partner often expresses her/his thanks when I do something nice, even if it’s really small."
2379,cpw_CouplesSelfExpansion,FL2_Appreciation17,FollowUp2,My partner doesn’t notice when I do nice things for her/him. 
2380,cpw_CouplesSelfExpansion,FL2_Appreciation18,FollowUp2,My partner makes me feel special.
2381,cpw_CouplesSelfExpansion,FL2_SexualDesire1,FollowUp2,Just thinking about having sex with my partner excites me. 
2382,cpw_CouplesSelfExpansion,FL2_SexualDesire2,FollowUp2,I try to avoid having sex with my partner. 
2383,cpw_CouplesSelfExpansion,FL2_SexualDesire3,FollowUp2,I daydream about sex. 
2384,cpw_CouplesSelfExpansion,FL2_SexualDesire4,FollowUp2,It is difficult for me to get in a sexual mood. 
2385,cpw_CouplesSelfExpansion,FL2_SexualDesire5,FollowUp2,I desire sex more than my partner does
2386,cpw_CouplesSelfExpansion,FL2_SexualDesire6,FollowUp2,It is hard for me to fantasize about sexual things.
2387,cpw_CouplesSelfExpansion,FL2_SexualDesire7,FollowUp2,I look forward to having sex with my partner. 
2388,cpw_CouplesSelfExpansion,FL2_SexualDesire8,FollowUp2,I have a huge appetite for sex. 
2389,cpw_CouplesSelfExpansion,FL2_SexualDesire9,FollowUp2,I enjoy using sexual fantasy during sex with my partner. 
2390,cpw_CouplesSelfExpansion,FL2_SexualDesire10,FollowUp2,It is easy for me to get in the mood for sex. 
2391,cpw_CouplesSelfExpansion,FL2_SexualDesire11,FollowUp2,My desire for sex should be stronger.
2392,cpw_CouplesSelfExpansion,FL2_SexualDesire12,FollowUp2,I enjoy thinking about sex. 
2393,cpw_CouplesSelfExpansion,FL2_SexualDesire13,FollowUp2,I desire sex.
2394,cpw_CouplesSelfExpansion,FL2_SexualDesire14,FollowUp2,It is easy for me to go weeks without having sex with my partner.
2395,cpw_CouplesSelfExpansion,FL2_SexualDesire15,FollowUp2,I feel I want sex less than most people.
2396,cpw_CouplesSelfExpansion,FL2_SexualDesire16,FollowUp2,It is easy for me to create sexual fantasies in my mind.
2397,cpw_CouplesSelfExpansion,FL2_SexualDesire17,FollowUp2,I have a strong sex drive.
2398,cpw_CouplesSelfExpansion,FL2_SexualDesire18,FollowUp2,I enjoy thinking about having sex with my partner.
2399,cpw_CouplesSelfExpansion,FL2_SexualDesire19,FollowUp2,My desire for sex with my partner is strong.
2400,cpw_CouplesSelfExpansion,FL2_SexualDesire20,FollowUp2,I feel that sex is not an important aspect of the relationship I share with my partner.
2401,cpw_CouplesSelfExpansion,FL2_SexualDesire21,FollowUp2,I think my energy level for sex with my partner is too low.
2402,cpw_CouplesSelfExpansion,FL2_SexualDesire22,FollowUp2,It is hard for me to get in the mood for sex.
2403,cpw_CouplesSelfExpansion,FL2_SexualDesire23,FollowUp2,I lack the desire necessary to pursue sex with my partner.
2404,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction1,FollowUp2,I feel that my partner enjoys our sex life.
2405,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction2,FollowUp2,Our sex life is very exciting.
2406,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction3,FollowUp2,Sex is fun for my partner and me.
2407,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction4,FollowUp2,Sex with my partner has become a chore for me. 
2408,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction5,FollowUp2,I feel that our sex life is dirty and disgusting. 
2409,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction6,FollowUp2,Our sex life is monotonous. 
2410,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction7,FollowUp2,When we have sex it is too rushed and hurriedly completed. 
2411,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction8,FollowUp2,I feel that my sex life is lacking in quality. 
2412,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction9,FollowUp2,My partner is sexually very exciting.
2413,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction10,FollowUp2,I enjoy the sex techniques that my partner likes or uses.
2414,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction11,FollowUp2,I feel that my partner wants too much sex from me. 
2415,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction12,FollowUp2,I think our sex is wonderful.
2416,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction13,FollowUp2,My partner dwells on sex too much. 
2417,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction14,FollowUp2,I try to avoid sexual contact with my partner. 
2418,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction15,FollowUp2,My partner is too rough or brutal when we have sex. 
2419,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction16,FollowUp2,My partner is a wonderful sex mate.
2420,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction17,FollowUp2,I feel that our sex life is a normal function of our relationship.
2421,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction18,FollowUp2,My partner does not want sex when I do. 
2422,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction19,FollowUp2,I feel that our sex life really adds a lot to our relationship.
2423,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction20,FollowUp2,My partner seems to avoid sexual contact with me. 
2424,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction21,FollowUp2,It is easy for me to get sexually excited by my partner.
2425,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction22,FollowUp2,I feel that my partner is sexually pleased with me
2426,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction23,FollowUp2,My partner is very sensitive to my sexual needs and desires.
2427,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction24,FollowUp2,My partner does not satisfy me sexually. 
2428,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction25,FollowUp2,I feel that my sex life is boring.
2429,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength1,FollowUp2,How far would you be willing to go to meet your partner's sexual needs?
2430,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength2,FollowUp2,How readily can you put the sexual needs of your partner out of your thoughts?
2431,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength3,FollowUp2,How high a priority for you is meeting the sexual needs of your partner?
2432,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength4,FollowUp2,How easily could you accept not meeting your partner's sexual needs?
2433,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength5,FollowUp2,How likely are you to sacrifice your own needs to meet the sexual needs of your partner?
2434,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength6,FollowUp2,How happy do you feel when satisfying your partner's sexual needs?
2435,cpw_CouplesSelfExpansion,FL2_GiftCard,FollowUp2,From where would you like to receive your gift card?
2436,cpw_CouplesSelfExpansion,EndDate,FollowUp2,EndDate
2437,cpw_CouplesSelfExpansion,EndTime,FollowUp2,EndTime
2438,cpw_CouplesSelfExpansion,SelfExpansion,Background,Quality of Marriage Quiz--measures self expansion as a function of partner
2439,cpw_CouplesSelfExpansion,PerceivedQuality_RelSatisfaction,Background,Perceived Relationship Quality Questionnaire: Relationship Satisfaction subscale
2440,cpw_CouplesSelfExpansion,PerceivedQuality_Commitment,Background,Perceived Relationship Quality Questionnaire: Commitment subscale
2441,cpw_CouplesSelfExpansion,PerceivedQuality_Intimacy,Background,Perceived Relationship Quality Questionnaire: Intimacy subscale
2442,cpw_CouplesSelfExpansion,PerceivedQuality_Trust,Background,Perceived Relationship Quality Questionnaire: Trust subscale
2443,cpw_CouplesSelfExpansion,PerceivedQuality_Passion,Background,Perceived Relationship Quality Questionnaire: Passion subscale
2444,cpw_CouplesSelfExpansion,PerceivedQuality_Love,Background,Perceived Relationship Quality Questionnaire: Love subscale
2445,cpw_CouplesSelfExpansion,PerceivedQuality_Total,Background,Perceived Relationship Quality Questionnaire: Average across all subscales
2446,cpw_CouplesSelfExpansion,CommunalStrength,Background,Communal Strength--Degree of motivation to care for a particular partner's needs uncontingently
2447,cpw_CouplesSelfExpansion,Appreciative,Background,"Appreciation Scale: Appreciative subscale, which looks at how much the individual feels appreciative of the partner"
2448,cpw_CouplesSelfExpansion,Appreciated,Background,"Appreciation Scale: Appreciatedsubscale, which looks at how much the individual feels appreciated by the partner"
2449,cpw_CouplesSelfExpansion,RelGoals_Approach,Background,Relationship Goals: Approach goals in the relationship (e.g. to make partner happy)
2450,cpw_CouplesSelfExpansion,RelGoals_Avoidance,Background,Relationship Goals: Avoidance goals in the relationship (e.g. to avoid making partner angry)
2451,cpw_CouplesSelfExpansion,GoalCompatibility,Background,Perceptions of the compatibility of personal goals with the partner's goals
2452,cpw_CouplesSelfExpansion,RelationalInterdependence,Background,Degree of interdependence in relationship
2453,cpw_CouplesSelfExpansion,PassionateLoveScale,Background,Passionate Love Scale
2454,cpw_CouplesSelfExpansion,InitiatorStyle_Self,Background,Initiator Style--Self Ratings
2455,cpw_CouplesSelfExpansion,InitiatorStyle_Partner,Background,Initiator Style--Partner Ratings
2456,cpw_CouplesSelfExpansion,SexualCommunalStrength,Background,Sexual Communal Strength--how motivated to care for a partner's sexual needs
2457,cpw_CouplesSelfExpansion,SexualDesire,Background,Sexual Desire
2458,cpw_CouplesSelfExpansion,SexualSatisfaction,Background,Sexual Satisfaction
2459,cpw_CouplesSelfExpansion,PersonalExpansion_novelty,Background,Personal Expansion Questionnaire--Novelty subscale
2460,cpw_CouplesSelfExpansion,PersonalExpansion_augmentation,Background,Personal Expansion Questionnaire--Augmentation subscale
2461,cpw_CouplesSelfExpansion,PersonalExpansion_total,Background,Personal Expansion Questionnaire--total score
2462,cpw_CouplesSelfExpansion,CommunalOrientation,Background,Communal orientation--General predisposition to act with care towards othrs
2463,cpw_CouplesSelfExpansion,SWL,Background,Satisfaction with Life
2465,cpw_CouplesSelfExpansion,UnmitigatedCommunion,Background,Unmitigated Communion
2466,cpw_CouplesSelfExpansion,BFI_E,Background,Big Five--Extraversion
2467,cpw_CouplesSelfExpansion,BFI_O,Background,Big Five--Openness to Expereince
2468,cpw_CouplesSelfExpansion,BFI_A,Background,Big Five--Agreeableness
2469,cpw_CouplesSelfExpansion,BFI_C,Background,Big Five--Conscientiousness
2470,cpw_CouplesSelfExpansion,BFI_N,Background,Big Five--Neuroticism
2471,cpw_CouplesSelfExpansion,Attachment_Avoidance,Background,Attachment Scale--Avoidance subscale
2472,cpw_CouplesSelfExpansion,Attachment_Anxiety,Background,Attachment Scale--Anxiety subscale
2473,cpw_CouplesSelfExpansion,Baseline_PositiveEmotions,Diary,General Positive Emotions
2474,cpw_CouplesSelfExpansion,Baseline_NegativeEmotions,Diary,General Negative Emotions
2475,cpw_CouplesSelfExpansion,PartnerSelfExpand_PositiveEmotions,Diary,Positive emotions during self expansion event with partner
2476,cpw_CouplesSelfExpansion,PartnerSelfExpand_NegativeEmotions,Diary,Negative emotions during self expansion event with partner
2477,cpw_CouplesSelfExpansion,AloneSelfExpand_PositiveEmotions,Diary,Positive emotions during self expansion event without partner
2478,cpw_CouplesSelfExpansion,AloneSelfExpand_NegativeEmotions,Diary,Negative emotions during self expansion event without partner
2479,cpw_CouplesSelfExpansion,PartnerPositiveEvent_PositiveEmotions,Diary,Positive emotions during positive event with partner
2480,cpw_CouplesSelfExpansion,PartnerPositiveEvent_NegativeEmotions,Diary,Negative emotions during positive event with partner
2481,cpw_CouplesSelfExpansion,AlonePositiveEvent_PositiveEmotions,Diary,Positive emotions during positive event without partner
2482,cpw_CouplesSelfExpansion,AlonePositiveEvent_NegativeEmotions,Diary,Negative emotions during positive event without partner
2483,cpw_CouplesSelfExpansion,PartnerSelfExpand_SelfExpansion,Diary,Degree of self expansion during self-expanding event with partner
2484,cpw_CouplesSelfExpansion,AloneSelfExpand_SelfExpansion,Diary,Degree of self expansion during self-expanding event without partner
2485,cpw_CouplesSelfExpansion,PartnerSelfExpand_ApproachMotives,Diary,Approach motives for self expansion event with partner
2486,cpw_CouplesSelfExpansion,PartnerSelfExpand_AvoidanceMotives,Diary,Avoidance motives for self expansion event with partner
2487,cpw_CouplesSelfExpansion,AloneSelfExpand_ApproachMotives,Diary,Approach motives for self expansion event without partner
2488,cpw_CouplesSelfExpansion,AloneSelfExpand_AvoidanceMotives,Diary,Avoidance motives for self expansion event without partner
2489,cpw_CouplesSelfExpansion,PartnerPositiveEvent_ApproachMotives,Diary,Approach motives for positive event with partner
2490,cpw_CouplesSelfExpansion,PartnerPositiveEvent_AvoidanceMotives,Diary,Avoidance motives for positive event with partner
2491,cpw_CouplesSelfExpansion,AlonePositiveEvent_ApproachMotives,Diary,Approach motives for positive event without partner
2492,cpw_CouplesSelfExpansion,AlonePositiveEvent_AvoidanceMotives,Diary,Avoidance motives for positive event without partner
2493,cpw_CouplesSelfExpansion,Sex_ApproachMotives,Diary,Approach motives for sex
2494,cpw_CouplesSelfExpansion,Sex_AvoidancehMotives,Diary,Avoidance motives for sex
2495,cpw_CouplesSelfExpansion,Kind_MeForPartner,Diary,How much caring/kind acts I did for my partner today
2496,cpw_CouplesSelfExpansion,Kind_PartnerForMe,Diary,How much caring/kind acts I believe my partner did for me today
2497,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_RelSatisfaction,FollowUp1,Perceived Relationship Quality Questionnaire: Relationship Satisfaction subscale
2498,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Commitment,FollowUp1,Perceived Relationship Quality Questionnaire: Commitment subscale
2499,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Intimacy,FollowUp1,Perceived Relationship Quality Questionnaire: Intimacy subscale
2500,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Trust,FollowUp1,Perceived Relationship Quality Questionnaire: Trust subscale
2501,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Passion,FollowUp1,Perceived Relationship Quality Questionnaire: Passion subscale
2502,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Love,FollowUp1,Perceived Relationship Quality Questionnaire: Love subscale
2503,cpw_CouplesSelfExpansion,FL1_PerceivedQuality_Total,FollowUp1,Perceived Relationship Quality Questionnaire: Average across all subscales
2504,cpw_CouplesSelfExpansion,FL1_CommunalStrength,FollowUp1,Communal Strength--Degree of motivation to care for a particular partner's needs uncontingently
2505,cpw_CouplesSelfExpansion,FL1_Appreciative,FollowUp1,"Appreciation Scale: Appreciative subscale, which looks at how much the individual feels appreciative of the partner"
2506,cpw_CouplesSelfExpansion,FL1_Appreciated,FollowUp1,"Appreciation Scale: Appreciatedsubscale, which looks at how much the individual feels appreciated by the partner"
2507,cpw_CouplesSelfExpansion,FL_Power,FollowUp1,Capacity for power in relationship
2508,cpw_CouplesSelfExpansion,FL1_SexualDesire,FollowUp1,Sexual Desire
2509,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction,FollowUp1,Sexual Satisfaction
2510,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength,FollowUp1,Sexual Communal Strength--how motivated to care for a partner's sexual needs
2511,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_RelSatisfaction,FollowUp2,Perceived Relationship Quality Questionnaire: Relationship Satisfaction subscale
2512,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Commitment,FollowUp2,Perceived Relationship Quality Questionnaire: Commitment subscale
2513,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Intimacy,FollowUp2,Perceived Relationship Quality Questionnaire: Intimacy subscale
2514,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Trust,FollowUp2,Perceived Relationship Quality Questionnaire: Trust subscale
2515,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Passion,FollowUp2,Perceived Relationship Quality Questionnaire: Passion subscale
2516,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Love,FollowUp2,Perceived Relationship Quality Questionnaire: Love subscale
2517,cpw_CouplesSelfExpansion,FL2_PerceivedQuality_Total,FollowUp2,Perceived Relationship Quality Questionnaire: Average across all subscales
2518,cpw_CouplesSelfExpansion,FL2_CommunalStrength,FollowUp2,Communal Strength--Degree of motivation to care for a particular partner's needs uncontingently
2519,cpw_CouplesSelfExpansion,FL2_Appreciative,FollowUp2,"Appreciation Scale: Appreciative subscale, which looks at how much the individual feels appreciative of the partner"
2520,cpw_CouplesSelfExpansion,FL2_Appreciated,FollowUp2,"Appreciation Scale: Appreciatedsubscale, which looks at how much the individual feels appreciated by the partner"
2521,cpw_CouplesSelfExpansion,FL2_SexualDesire,FollowUp2,Sexual Desire
2522,cpw_CouplesSelfExpansion,FL2_SexualSatisfaction,FollowUp2,Sexual Satisfaction
2523,cpw_CouplesSelfExpansion,FL2_SexualCommunalStrength,FollowUp2,Sexual Communal Strength--how motivated to care for a partner's sexual needs
